Fwy	District	County	City	CA PM	Abs PM	Length	ID	Name	Lanes	Type	Sensor Type	HOV	MS ID	IRM
US101-N	4	Santa Clara	Mountain View	47.02	396.657	.555	401998	Ellis Street rm-n-diag	4	Mainline	loops	No	DTA84	L4-N-37-101-04702
US101-N	4	Santa Clara	Mountain View	47.3	396.937	.405	402372	4A5324 loc 72	4	Mainline	magnetometers	No	DS762	N4-N-37-101-04730
US101-N	4	Santa Clara	Mountain View	47.78	397.417		402919	Moffett Blvd on loop	2	On Ramp	loops	No	DT762	a2-N-37-101-04778
US101-N	4	Santa Clara	Mountain View	47.78	397.417		402917	Moffett Blvd off diag	1	Off Ramp	loops	No	DT762	z1-N-37-101-04778
US101-N	4	Santa Clara	Mountain View	47.83	397.467	.455	401534	MOFFETT BLVD	4	Mainline	loops	No	DT762	L4-N-37-101-04783
US101-N	4	Santa Clara	Mountain View	48.21	397.847	.43	401948	MOFFETT BLVD	5	Mainline	loops	No	DTA67	L5-N-37-101-04821
US101-N	4	Santa Clara	Mountain View	48.69	398.327	.365	401507	SHORELINE BLVD	6	Mainline	loops	No	DT765	L6-N-37-101-04869
US101-N	4	Santa Clara	Mountain View	48.94	398.577	.5	401949	SHORELINE BLVD RM-N-COLL	5	Mainline	loops	No	DT684	L5-N-37-101-04894
US101-N	4	Santa Clara	Mountain View	49.58	399.217		425894	Rengstorff Ave off diag	1	Off Ramp	loops	No	DT180	z1-N-37-101-04958
US101-N	4	Santa Clara	Mountain View	49.67	399.307		425895	Rengstorff Ave off loop	1	Off Ramp	loops	No	DT180	z1-N-37-101-04967
US101-N	4	Santa Clara	Mountain View	49.69	399.327	.71	425892	Rengstorff Ave rm-n-diag	5	Mainline	loops	No	DT180	L5-N-37-101-04969
US101-N	4	Santa Clara	Mountain View	49.7	399.337		425893	Rengstorff Ave on	2	On Ramp	loops	No	DT180	a2-N-37-101-04970
US101-N	4	Santa Clara	Mountain View	50.16	399.797		425699	San Antonio Rd off	1	Off Ramp		No	DT832	z1-N-37-101-05016
US101-N	4	Santa Clara	Mountain View	50.36	399.997	.655	425545	San Antonio Rd rm-n-coll	5	Mainline	loops	No	DT832	L5-N-37-101-05036
US101-N	4	Santa Clara	Mountain View	50.45	400.087	.32	425546	San Antonio Rd on	2	On Ramp	loops	No	DT832	a2-N-37-101-05045
US101-N	4	Santa Clara	Palo Alto	51	400.637	.52	402376	4A5324 LOC 75	6	Mainline	magnetometers	No	DS764	N6-N-37-101-05100
US101-N	4	Santa Clara	Palo Alto	51.4	401.037	.45	402377	4A5324 loc 76	4	Mainline	magnetometers	No	DS765	N4-N-37-101-05140
US101-N	4	Santa Clara	Palo Alto	51.88	401.517		425694	Embarcadero Rd off	1	Off Ramp	loops	No	DT2F0	z1-N-37-101-05188
US101-N	4	Santa Clara	Palo Alto	51.9	401.537	.445	402379	4A5324 LOC 77	4	Mainline	magnetometers	No	DS710	N4-N-37-101-05190
US101-N	4	Santa Clara	Palo Alto	52.05	401.687		425696	Embarcadero Rd off	2	Off Ramp	loops	No	DT2F0	z2-N-37-101-05205
US101-N	4	Santa Clara	Palo Alto	52.29	401.927	.25	425697	Embarcadero Rd rm-n-coll	4	Mainline	loops	No	DT2F0	L4-N-37-101-05229
US101-N	4	Santa Clara	Palo Alto	52.33	401.967		425897	Embarcadero Rd on	2	On Ramp	loops	No	DT2F0	a2-N-37-101-05233
US101-N	4	Santa Clara	Palo Alto	52.4	402.037	.318	402380	4A5324 loc 78	4	Mainline	magnetometers	No	DS711	N4-N-37-101-05240
US101-N	4	San Mateo	East Palo Alto	.05	402.237	.248	404529	San Francisquito Cr	5	Mainline	loops	No	DT245	L5-N-35-101-00005
US101-N	4	San Mateo	East Palo Alto	.42	402.607	.687	422116	oppo S of Clarke Ave	5	Mainline	loops	No	DT038	L5-N-35-101-00042
US101-N	4	San Mateo	East Palo Alto	1.18	403.367		403060	University Ave on coll	1	On Ramp	loops	No	DT040	a1-N-35-101-00118
US101-N	4	San Mateo	East Palo Alto	1.18	403.367		403059	University Ave off loop	1	Off Ramp	loops	No	DT040	z1-N-35-101-00118
US101-N	4	San Mateo	East Palo Alto	1.18	403.367	.51	400859	University Ave  rm-n-coll/diag	4	Mainline	loops	No	DT040	L4-N-35-101-00118
US101-N	4	San Mateo	East Palo Alto	1.19	403.377		403061	University Ave on diag	1	On Ramp	loops	No	DT040	a1-N-35-101-00119
US101-N	4	San Mateo	East Palo Alto	1.44	403.627	.33	404533	N of Addison Ave	4	Mainline	loops	No	DT041	L4-N-35-101-00144
US101-N	4	San Mateo	East Palo Alto	1.76	403.947		408266	Willow Rd off diag	2	Off Ramp	loops	No	DT042	z2-N-35-101-00176
US101-N	4	San Mateo	East Palo Alto	1.84	404.027	.25	400981	Willow Rd rm-n-loop	4	Mainline	loops	No	DT042	L4-N-35-101-00184
US101-N	4	San Mateo	East Palo Alto	1.84	404.027		408267	Willow Rd on loop	2	On Ramp	loops	No	DT042	a2-N-35-101-00184
US101-N	4	San Mateo	East Palo Alto	1.94	404.127	.235	402398	Willow Rd rm-n-diag	4	Mainline	loops	No	DT211	L4-N-35-101-00194
US101-N	4	San Mateo	East Palo Alto	1.95	404.137		408264	Willow Rd on diag	2	On Ramp	loops	No	DT211	a1-N-35-101-00195
US101-N	4	San Mateo	Menlo Park	2.31	404.497	.305	404534	N of Henderson Ave.	5	Mainline	loops	No	DT044	L5-N-35-101-00231
US101-N	4	San Mateo	Menlo Park	2.55	404.737	.445	401474	Ringwood POC	5	Mainline	loops	No	DT045	L5-N-35-101-00255
US101-N	4	San Mateo	Menlo Park	3.2	405.387	.495	400388	N of Union Pacific RROC	5	Mainline	loops	No	DT046	L5-N-35-101-00320
US101-N	4	San Mateo	Menlo Park	3.49	405.677		412784	Marsh Rd off	1	Off Ramp	loops	No	DT220	z1-N-35-101-00349
US101-N	4	San Mateo	Menlo Park	3.54	405.727	.225	401927	Marsh Rd  rm-n-loop	4	Mainline	loops	No	DT220	L4-N-35-101-00354
US101-N	4	San Mateo	Menlo Park	3.54	405.727		412783	Marsh Rd  on loop	1	On Ramp	loops	No	DT220	a1-N-35-101-00354
US101-N	4	San Mateo	Menlo Park	3.64	405.827		412789	Marsh Rd on diag	3	On Ramp	loops	No	DT806	a3-N-35-101-00364
US101-N	4	San Mateo	Menlo Park	3.65	405.837	.095	401653	Marsh Rd rm-n-diag	4	Mainline	loops	No	DT806	L4-N-35-101-00365
US101-N	4	San Mateo	Redwood City	3.73	405.917	.52	401872	800' N of Marsh Rd.	5	Mainline	loops	No	DT047	L5-N-35-101-00373
US101-N	4	San Mateo	Redwood City	4.69	406.877	.57	405673	oppo N of Marsh Rd	5	Mainline	loops	No	DT049	L5-N-35-101-00469
US101-N	4	San Mateo	Redwood City	4.87	407.057	.51	401874	S of Woodside Rd	5	Mainline	loops	No	DT050	L5-N-35-101-00487
US101-N	4	San Mateo	Redwood City	5.7	407.887		403205	Seaport Blvd	1	Off Ramp	loops	No	DTA77	z1-N-35-101-00570
US101-N	4	San Mateo	Redwood City	5.71	407.897	.45	405679	Woodside Rd rm-n-loop	4	Mainline	loops	No	DTA77	L4-N-35-101-00571
US101-N	4	San Mateo	Redwood City	5.71	407.897		403207	Woodside Rd	2	On Ramp	loops	No	DTA77	a2-N-35-101-00571
US101-N	4	San Mateo	Redwood City	5.71	407.897		403206	Woodside Rd off	1	Off Ramp	loops	No	DTA77	z1-N-35-101-00571
US101-N	4	San Mateo	Redwood City	5.77	407.957	.06	401835	Seaport Blvd rm-n-diag	4	Mainline	loops	No	DTA72	L4-N-35-101-00577
US101-N	4	San Mateo	Redwood City	5.77	407.957		403311	Seaport Blvd on	2	On Ramp	loops	No	DTA72	a2-N-35-101-00577
US101-N	4	San Mateo	Redwood City	5.83	408.017	.215	404531	S of Maple st OC	5	Mainline	loops	No	DT053	L5-N-35-101-00583
US101-N	4	San Mateo	Redwood City	6.2	408.387	.37	404532	N of Redwood Creek	5	Mainline	loops	No	DT054	L5-N-35-101-00620
US101-N	4	San Mateo	Redwood City	6.54	408.727		410094	Whipple Ave off	1	Off Ramp	loops	No	DTA71	z1-N-35-101-00654
US101-N	4	San Mateo	Redwood City	6.56	408.747		410095	Whipple Ave on loop	2	On Ramp	loops	No	DTA71	a2-N-35-101-00656
US101-N	4	San Mateo	Redwood City	6.57	408.757	.225	401834	Whipple Ave rm-n-loop	4	Mainline	loops	No	DTA71	L4-N-35-101-00657
US101-N	4	San Mateo	Redwood City	6.65	408.837	.635	401833	Whipple Ave rm-n-diag	6	Mainline	loops	No	DTA70	L6-N-35-101-00665
US101-N	4	San Mateo	Redwood City	6.66	408.847		410093	Whipple Ave on diag	1	On Ramp	loops	No	DTA70	a1-N-35-101-00666
US101-N	4	San Mateo	Redwood City	7.84	410.027	.82	401652	oppo Holly St rm-s-coll	4	Mainline	loops	No	DT259	L4-N-35-101-00784
US101-N	4	San Mateo	Redwood City	8.29	410.477		412215	Holly St on	1	On Ramp	loops	No	DT134	a1-N-35-101-00829
US101-N	4	San Mateo	Redwood City	8.29	410.477	.34	401882	oppo Holly St on-s-coll	4	Mainline	loops	No	DT134	L4-N-35-101-00829
US101-N	4	San Mateo	Redwood City	8.29	410.477		412216	Holly St off	1	Off Ramp	loops	No	DT134	z1-N-35-101-00829
US101-N	4	San Mateo	Redwood City	8.51	410.697		412787	Holly St on diag	2	On Ramp	loops	No	DTA69	a2-N-35-101-00851
US101-N	4	San Mateo	Redwood City	8.52	410.707		412788	Holly St on loop	2	On Ramp	loops	No	DTA69	a2-N-35-101-00852
US101-N	4	San Mateo	Redwood City	8.52	410.707	.245	401832	Holly St rm-n-loop/diag	4	Mainline	loops	No	DTA69	L4-N-35-101-00852
US101-N	4	San Mateo	Redwood City	8.78	410.967	.3	401869	N OF HOLLY ST	5	Mainline	loops	No	DT136	L5-N-35-101-00878
US101-N	4	San Mateo	Belmont	9.12	411.307	.36	401859	oppo Ralston Ave/Harbor Blvd	6	Mainline	loops	No	DT137	L6-N-35-101-00912
US101-N	4	San Mateo	Belmont	9.42	411.607		410111	Ralston Ave off	1	Off Ramp	loops	No	DT139	z1-N-35-101-00942
US101-N	4	San Mateo	Belmont	9.49	411.677		410110	Ralston Ave on	2	On Ramp	loops	No	DT139	a2-N-35-101-00949
US101-N	4	San Mateo	Belmont	9.5	411.687	.26	401910	Ralston Ave rm-n-loop	4	Mainline	loops	No	DT139	L4-N-35-101-00950
US101-N	4	San Mateo	Belmont	9.64	411.827	.83	401443	Ralston Ave rm-n-diag	4	Mainline	loops	No	DT521	L4-N-35-101-00964
US101-N	4	San Mateo	Belmont	9.67	411.857		414212	Ralston Ave on	3	On Ramp	loops	No	DT521	a3-N-35-101-00967
US101-N	4	San Mateo	San Mateo	11.04	413.227		409888	Hillsdale Blvd off	2	Off Ramp	loops	No	DTA92	z2-N-35-101-01104
US101-N	4	San Mateo	San Mateo	11.16	413.347	.81	401914	Hillsdale Blvd rm-n-loop	4	Mainline	loops	No	DTA92	L4-N-35-101-01116
US101-N	4	San Mateo	San Mateo	11.17	413.357		409676	E Hillsdale Blvd on loop	2	On Ramp	loops	No	DTA92	a2-N-35-101-01117
US101-N	4	San Mateo	San Mateo	11.26	413.447	.095	400661	E Hillsdale Blvd rm-n-diag	4	Mainline	loops	No	DT261	L4-N-35-101-01126
US101-N	4	San Mateo	San Mateo	11.26	413.447		410511	E Hillsdale Blvd on diag	1	On Ramp	loops	No	DT261	a1-N-35-101-01126
US101-N	4	San Mateo	San Mateo	11.35	413.537	.235	400291	oppo Hillsdale Blvd off-s-diag	5	Mainline	loops	No	DT263	L5-N-35-101-01135
US101-N	4	San Mateo	San Mateo	11.69	413.877		405856	SR 92 off	2	Off Ramp	loops	No	DTE54	z2-N-35-101-01169
US101-N	4	San Mateo	San Mateo	11.73	413.917	.29	400107	oppo EB 92 rm-s-diag	5	Mainline	loops	No	DTE54	L5-N-35-101-01173
US101-N	4	San Mateo	San Mateo	11.92	414.107		405853	Fashion Island Blvd on	2	On Ramp	loops	No	DT1A0	a2-N-35-101-01192
US101-N	4	San Mateo	San Mateo	11.93	414.117	.48	405859	WB 92/Fashion Island Blvd	5	Mainline	loops	No	DT1A0	L5-N-35-101-01193
US101-N	4	San Mateo	San Mateo	11.96	414.147		405852	WB 92 on	2	On Ramp	loops	No	DT1A0	a2-N-35-101-01196
US101-N	4	San Mateo	San Mateo	12.67	414.857		405826	Kehoe Ave off	1	Off Ramp	loops	No	DT1A2	z1-N-35-101-01267
US101-N	4	San Mateo	San Mateo	12.69	414.877	.545	405827	Kehoe Ave rm-n-diag	6	Mainline	loops	No	DT1A2	L6-N-35-101-01269
US101-N	4	San Mateo	San Mateo	12.69	414.877		405828	Kehoe Ave on	1	On Ramp	loops	No	DT1A2	a1-N-35-101-01269
US101-N	4	San Mateo	San Mateo	13.02	415.207	.345	428962	10th Ave	6	Mainline	loops	No	DTE55	L6-N-35-101-01302
US101-N	4	San Mateo	San Mateo	13.37	415.557		405847	3rd Ave off diag	1	Off Ramp	loops	No	DT1A7	z1-N-35-101-01337
US101-N	4	San Mateo	San Mateo	13.38	415.567	.264	405848	oppo 3rd Ave off-n-coll/diag	5	Mainline	loops	No	DT1A7	L5-N-35-101-01338
US101-N	4	San Mateo	San Mateo	13.38	415.567		405845	3rd Ave off coll	1	Off Ramp	loops	No	DT1A7	z1-N-35-101-01338
US101-N	4	San Mateo	San Mateo	13.4	415.587		405849	3rd Ave on loop	1	On Ramp	loops	No	DT1A7	a1-N-35-101-01340
US101-N	4	San Mateo	San Mateo	13.549	415.736	.17	403261	E 3rd Ave rm-n-diag	5	Mainline	loops	No	DT567	L5-N-35-101-01355
US101-N	4	San Mateo	San Mateo	13.585	415.772		403260	3rd Ave on	2	On Ramp	loops	No	DT567	a2-N-35-101-01359
US101-N	4	San Mateo	San Mateo	13.72	415.907	.185	400753	Bet Poplar & 3rd Ave - Cypress	5	Mainline	loops	No	DT270	L5-N-35-101-01372
US101-N	4	San Mateo	San Mateo	13.92	416.107	.3	400720	Dore Ave off-n-diag	5	Mainline	loops	No	DT271	L5-N-35-101-01392
US101-N	4	San Mateo	San Mateo	13.92	416.107		403130	Dore Ave off	1	Off Ramp	loops	No	DT271	z1-N-35-101-01392
US101-N	4	San Mateo	San Mateo	14.32	416.507	.375	401199	oppo E Poplar ave rm-s-diag	6	Mainline	loops	No	DTE58	L6-N-35-101-01432
US101-N	4	San Mateo	San Mateo	14.67	416.857	.305	400935	PENINSULA AVE OC	5	Mainline	loops	No	DT243	L5-N-35-101-01467
US101-N	4	San Mateo	San Mateo	14.74	416.927		403287	peninsula ave off	2	Off Ramp	loops	No	DT274	z2-N-35-101-01474
US101-N	4	San Mateo	San Mateo	14.93	417.117		403288	peninsula ave on	2	On Ramp	loops	No	DT274	a2-N-35-101-01493
US101-N	4	San Mateo	San Mateo	14.93	417.117	.29	400527	peninsula ave rm-n-diag	4	Mainline	loops	No	DT274	L4-N-35-101-01493
US101-N	4	San Mateo	San Mateo	15.25	417.437	.365	400007	2000' N of Pennisula Ave	5	Mainline	loops	No	DT275	L5-N-35-101-01525
US101-N	4	San Mateo	San Mateo	15.66	417.847	.385	400817	S of Anza Blvd	5	Mainline	loops	No	DT276	L5-N-35-101-01566
US101-N	4	San Mateo	San Mateo	15.99	418.177		403086	Anza Blvd off	1	Off Ramp	loops	No	DT277	z1-N-35-101-01599
US101-N	4	San Mateo	San Mateo	16.02	418.207	.42	400420	Anza Blvd rm-n-diag	5	Mainline	loops	No	DT277	L5-N-35-101-01602
US101-N	4	San Mateo	San Mateo	16.04	418.227		403087	Anza Blvd on	1	On Ramp	loops	No	DT277	a1-N-35-101-01604
US101-N	4	San Mateo	Burlingame	16.5	418.687	.445	400797	oppo Broadway rm-s-loop/diag	4	Mainline	loops	No	DT278	L4-N-35-101-01650
US101-N	4	San Mateo	Burlingame	16.66	418.847		422114	Broadway off	2	Off Ramp	loops	No	DT279	z2-N-35-101-01666
US101-N	4	San Mateo	Burlingame	16.85	419.037		403295	Broadway on	3	On Ramp	loops	No	DT279	a3-N-35-101-01685
US101-N	4	San Mateo	Burlingame	16.91	419.097	.36	400381	Broadway rm-n-diag/hook	4	Mainline	loops	No	DT279	L4-N-35-101-01691
US101-N	4	San Mateo	Burlingame	17.22	419.407	.31	400441	S of Hinkley Rd	5	Mainline	loops	No	DT281	L5-N-35-101-01722
US101-N	4	San Mateo	Burlingame	17.53	419.717	.465	403258	N of Malcolm Rd	5	Mainline	loops	No	DT282	L5-N-35-101-01753
US101-N	4	San Mateo	Burlingame	17.86	420.047		407948	Millbrae Ave  off	1	Off Ramp	loops	No	DT991	z1-N-35-101-01786
US101-N	4	San Mateo	Burlingame	17.9	420.087		407949	Millbrae Ave  on coll	1	On Ramp	loops	No	DT991	a1-N-35-101-01790
US101-N	4	San Mateo	Burlingame	18.04	420.227		412782	Millbrae Ave on loop	1	On Ramp	loops	No	DT285	a1-N-35-101-01804
US101-N	4	San Mateo	Burlingame	18.05	420.237		412785	Millbrae Ave on diag	1	On Ramp	loops	No	DT285	a1-N-35-101-01805
US101-N	4	San Mateo	Millbrae	18.15	420.337	.525	401336	Millbrae Ave on-n-loop/diag	5	Mainline	loops	No	DT285	L5-N-35-101-01815
US101-N	4	San Mateo		18.58	420.767	.27	400119	Oppo 3300' N of Milbrae ave OC	5	Mainline	loops	No	DT286	L5-N-35-101-01859
US101-N	4	San Mateo		18.68	420.867		405863	Millbrae Ave on	2	On Ramp	loops	No	DT900	a2-N-35-101-01868
US101-N	4	San Mateo		18.69	420.877	.175	401411	Millbrae Ave rm-n-diag	4	Mainline	loops	No	DT900	L4-N-35-101-01869
US101-N	4	San Mateo		18.93	421.117	.235	400975	oppo SFIA	6	Mainline	loops	No	DT1A8	L6-N-35-101-01893
US101-N	4	San Mateo		19.02	421.207		413207	SFIA McDonnell Rd off	1	Off Ramp	loops	No	DT288	z1-N-35-101-01902
US101-N	4	San Mateo		19.09	421.277		413208	SFIA International Terminal	1	Off Ramp	loops	No	DT288	z1-N-35-101-01909
US101-N	4	San Mateo		19.1	421.287		413209	SFIA Domestic Terminal off	2	Off Ramp	loops	No	DT288	z2-N-35-101-01910
US101-N	4	San Mateo		19.16	421.347	.245	413195	SFIA rm-n-diag	6	Mainline	loops	No	DT288	L6-N-35-101-01916
US101-N	4	San Mateo		19.18	421.367		413210	SFIA Domestic Terminal on	1	On Ramp	loops	No	DT288	a1-N-35-101-01918
US101-N	4	San Mateo		19.2	421.387		413211	SFIA McDonnell Rd on (I-380)	1	On Ramp	loops	No	DT288	a1-N-35-101-01920
US101-N	4	San Mateo		19.27	421.457		413212	SFIA Domestic Terminal on	1	On Ramp	loops	No	DT288	a1-N-35-101-01927
US101-N	4	San Mateo		19.42	421.607	.235	400125	oppo 1200' N of SFIA	7	Mainline	loops	No	DT474	L7-N-35-101-01942
US101-N	4	San Mateo		19.63	421.817	.18	400331	oppo SFIA off-s-diag	5	Mainline	loops	No	DT291	L5-N-35-101-01963
US101-N	4	San Mateo		19.78	421.967	.32	400593	3200' S of San Bruno ave OC	7	Mainline	loops	No	DTE50	L7-N-35-101-01978
US101-N	4	San Mateo		20	422.187		403176	SFIA off diag	1	Off Ramp	loops	No	DT291	z1-N-35-101-02000
US101-N	4	San Mateo		R20.27	422.457		430775	San Bruno Ave off	1	Off Ramp		No	DT1A9	z1-N-35-101-R2027
US101-N	4	San Mateo		R20.27	422.457	.395	400010	San Bruno Ave off-n-diag	4	Mainline	loops	No	DT1A9	L4-N-35-101-R2027
US101-N	4	San Mateo		R20.28	422.467		405836	SFIA conn to NB 101	1	Off Ramp	loops	No	DT1A9	z1-N-35-101-R2028
US101-N	4	San Mateo		R20.29	422.477		405835	SFIA conn to WB 380	1	Off Ramp	loops	No	DT1A9	z1-N-35-101-R2029
US101-N	4	San Mateo		R20.3	422.487		405834	WB 380 conn	2	Off Ramp	loops	No	DT1A9	z2-N-35-101-R2030
US101-N	4	San Mateo		R20.57	422.757		405862	N Access Rd off	1	Off Ramp	loops	No	DT293	z1-N-35-101-R2057
US101-N	4	San Mateo		R20.57	422.757	.255	400473	N Access Rd off-n-diag	5	Mainline	loops	No	DT293	L5-N-35-101-R2057
US101-N	4	San Mateo		20.76	422.947		405825	SFIA/San Bruno Ave	2	On Ramp	loops	No	DT1A3	a2-N-35-101-R2076
US101-N	4	San Mateo		R20.78	422.967	.195	400039	SFIA/San Bruno Ave	4	Mainline	loops	No	DT1A3	L4-N-35-101-R2078
US101-N	4	San Mateo	South San Francisco	R20.85	423.037		405832	S Airport Blvd on	1	On Ramp	loops	No	DT1A5	a1-N-35-101-R2085
US101-N	4	San Mateo	South San Francisco	R20.86	423.047		405833	N Access Rd on	1	On Ramp	loops	No	DT1A5	a1-N-35-101-R2086
US101-N	4	San Mateo	South San Francisco	R20.87	423.057		405831	EB 380 on	2	On Ramp	loops	No	DT1A5	a2-N-35-101-R2087
US101-N	4	San Mateo	South San Francisco	R20.96	423.147	.35	400316	EB 380/S Airport Blvd	4	Mainline	loops	No	DT1A5	L4-N-35-101-R2096
US101-N	4	San Mateo	South San Francisco	21.46	423.647		406297	S. Airport Blvd off	2	Off Ramp	loops	No	DT296	z2-N-35-101-02146
US101-N	4	San Mateo	South San Francisco	21.48	423.667		405846	S Airport Blvd on	1	On Ramp	loops	No	DT296	a1-N-35-101-02148
US101-N	4	San Mateo	South San Francisco	21.48	423.667	.4	400503	S. Airport Blvd rm-n-hook	5	Mainline	loops	No	DT296	L5-N-35-101-02148
US101-N	4	San Mateo	South San Francisco	21.76	423.947	.315	400540	S Airport Blvd off-s-diag	5	Mainline	loops	No	DT297	L5-N-35-101-02176
US101-N	4	San Mateo	South San Francisco	21.89	424.077		406296	Grand Ave off	2	Off Ramp	loops	No	DT297	z2-N-35-101-02189
US101-N	4	San Mateo	South San Francisco	22.11	424.297		405844	Grand Ave on	1	On Ramp	loops	No	DT1A6	a1-N-35-101-02211
US101-N	4	San Mateo	South San Francisco	22.11	424.297	.4	405843	Grand Ave rm-n-fly	4	Mainline	loops	No	DT1A6	L4-N-35-101-02211
US101-N	4	San Mateo	South San Francisco	22.56	424.747	.295	408093	Oyster Point Blvd rm-s-fly	4	Mainline	loops	No	DT575	L4-N-35-101-02256
US101-N	4	San Mateo	South San Francisco	22.64	424.827		408094	Oyster Point Blvd off	1	Off Ramp	loops	No	DT575	z1-N-35-101-02264
US101-N	4	San Mateo	South San Francisco	22.7	424.887	.18	402390	4A5324 LOC 86	4	Mainline	magnetometers	No	DS606	N4-N-35-101-02270
US101-N	4	San Mateo	South San Francisco	22.92	425.107	.2	401448	Oyster Point Blvd rm-n	4	Mainline	loops	No	DT585	L4-N-35-101-02292
US101-N	4	San Mateo	South San Francisco	22.93	425.117		410101	Oyster Point Blvd on	3	On Ramp	loops	No	DT585	a3-N-35-101-02293
US101-N	4	San Mateo	South San Francisco	23.1	425.287	.305	402391	4A5324 loc 87	4	Mainline	magnetometers	No	DS607	N4-N-35-101-02310
US101-N	4	San Mateo	South San Francisco	23.42	425.607		405529	S Sierra Point Pkwy off	1	Off Ramp	loops	No	DT015	z1-N-35-101-02342
US101-N	4	San Mateo	South San Francisco	23.44	425.627		414434	Sierra Point Prkwy off	1	Off Ramp	loops	No	DT299	z1-N-35-101-02344
US101-N	4	San Mateo	South San Francisco	23.53	425.717	.39	400497	Sierra Pt Prkwy off-n-diag	4	Mainline	loops	No	DT299	L4-N-35-101-02353
US101-N	4	San Mateo	Brisbane	23.88	426.067	.62	405841	S Sierra Point Prkwy rm-n-diag	4	Mainline	loops	No	DT015	L4-N-35-101-02388
US101-N	4	San Mateo	Brisbane	23.9	426.087		405864	S Sierra Point Prkwy on	1	On Ramp	loops	No	DT015	a1-N-35-101-02390
US101-N	4	San Mateo	Brisbane	24.77	426.957	.465	404520	S of Sierra Point Pkwy/Lagoon	4	Mainline	loops	No	DT301	L4-N-35-101-02477
US101-N	4	San Mateo	Brisbane	24.81	426.997	.065	400183	2400' N of Sierra Point Prkwy	4	Mainline	loops	No	DT300	L4-N-35-101-02481
US101-N	4	San Mateo	Brisbane	24.9	427.087	.37	401469	Sierra Point Parkway rm-s-diag	4	Mainline	loops	No	DT302	L4-N-35-101-02490
US101-N	4	San Mateo	Brisbane	25.55	427.737	.44	401472	Sierra Pt Parkway & Lagoon Wy	5	Mainline	loops	No	DT303	L5-N-35-101-02555
US101-N	4	San Mateo	Brisbane	25.74	427.927		405840	Harney Way off	2	Off Ramp	loops	No	DT502	z2-N-35-101-02574
US101-N	4	San Mateo	Brisbane	25.78	427.967	.215	405838	Harney Way rm-n-loop	4	Mainline	loops	No	DT502	L4-N-35-101-02578
US101-N	4	San Mateo	Brisbane	25.83	428.017		405839	Harney Way on	1	On Ramp	loops	No	DT502	a1-N-35-101-02583
US101-N	4	San Mateo	Brisbane	25.98	428.167	.333	400260	oppo Harney Way  rm-s-diag	4	Mainline	loops	No	DT404	L4-N-35-101-02598
US101-N	4	San Francisco	San Francisco	.17	428.464	.304	404528	Blanken Ave	4	Mainline	loops	No	DT227	L4-N-34-101-00017
US101-N	4	San Francisco	San Francisco	.65	428.944	.465	401795	3rd St off-n-diag	5	Mainline	loops	No	DTA46	L5-N-34-101-00065
US101-N	4	San Francisco	San Francisco	1.1	429.394	.375	401358	Paul Ave off-s-loop	5	Mainline	loops	No	DT768	L5-N-34-101-00110
US101-N	4	San Francisco	San Francisco	1.4	429.694	.4	400255	BACON ST NEAR SAN BRUNO AVE	5	Mainline	loops	No	DTA45	L5-N-34-101-00140
US101-N	4	San Francisco	San Francisco	1.9	430.194	1.065	401934	On Bayshore Blvd	3	Mainline	loops	No	DT228	L3-N-34-101-00190
US101-N	4	San Francisco	San Francisco	3.53	431.824	1.62	401409	Vermont St	4	Mainline	loops	No	DT233	L4-N-34-101-00353
US101-N	4	San Francisco	San Francisco	R5.14	433.434	.825	406871	13th / South Van Ness	2	Mainline	loops	No	DT242	L2-N-34-101-R0514
US101-N	4	San Francisco	San Francisco	R5.18	433.474	2.52	401819	Valencia St	3	Mainline	loops	No	DT090	L3-N-34-101-00518
US101-N	4	Marin	Sausalito	.8	442.073	1.763	402555	4A5334 loc 2	4	Mainline	magnetometers	No	DS302	N4-N-27-101-00080
US101-N	4	Marin	Sausalito	1.78	443.053	.65	426306	Monte Mar Dr rm-n-diag	4	Mainline	loops	No	DT2E2	L4-N-27-101-00178
US101-N	4	Marin	Sausalito	1.78	443.053		426307	Monte Mar Dr on	1	On Ramp	loops	No	DT2E2	a1-N-27-101-00178
US101-N	4	Marin		2.1	443.373	.305	402559	4A5334 loc 4	4	Mainline	magnetometers	No	DS304	N4-N-27-101-00210
US101-N	4	Marin		2.39	443.663	.19	402561	4A5334 loc 6	4	Mainline	magnetometers	No	DS305	N4-N-27-101-00239
US101-N	4	Marin		2.48	443.753		426294	Rodeo Ave on	1	On Ramp	loops	No	DT2E3	a1-N-21-101-00248
US101-N	4	Marin		2.48	443.753	.332	426308	Rodeo Ave rm-n-diag	4	Mainline	loops	No	DT2E3	L4-N-27-101-00248
US101-N	4	Marin		2.48	443.753		426309	Rodeo Ave off	1	On Ramp	loops	No	DT2E3	z1-N-27-101-00248
US101-N	4	Marin		3.054	444.327	.77	426340	Donahue/Bridgeway rm-n-diag	4	Mainline	loops	No	DT577	L4-N-27-101-00345
US101-N	4	Marin		3.482	444.755		426318	Donahue/Bridgeway on	2	On Ramp	loops	No	DT577	a2-N-27-101-00345
US101-N	4	Marin		4.02	445.293	.828	426295	Shoreline Hwy rm-n-hook	5	Mainline	loops	No	DT2E4	L5-N-27-101-00402
US101-N	4	Marin		4.02	445.293		426297	Shoreline Hwy on	1	On Ramp	loops	No	DT2E4	a1-N-27-101-00402
